Key,Faculty,Department,Program,Level,Degree,Course code,Course number,Title,Description,Metadata,Type,Website
FAS_922,FAS,Religions and Cultures,Religions and Cultures,UG,BA,RELI,409,Methodology and the Study of Religion,"fieldwork project, 2 interviews, site visit to a religious community",Real-world project/assignmen,Course-integrated;Community-based;,
FAS_923,FAS,Religions and Cultures,Religions and Cultures,Undergraduate,Bachelor,RELI,392,Women in Jewish History: Modern,"This course examines the lives and experiences of Jewish women in the modern period. The immigrations to North America and the subsequent development of the community provide the framework for investigating Jewish women’s encounter with and contribution to modern Jewish life. The main focus is on North America, using primary sources such as fiction, biography, and autobiography. The influence of denominational differences and feminist challenges complete the survey.",Case Studies,,
FAS_353,FAS,Psychology,Psychology,Undergraduate,Bachelor,PSYC,311,Research Methods and Designs II,"Experiment, Laboratory",Laboratory/Clinics,Course-integrated,
FAS_183,FAS,Études françaises,Traduction,Graduate,Certificate,FTRA,527,Travaux dirigés (A),travaux dirigés,,Course-integrated,
FAS_184,FAS,Études françaises,Traduction,Graduate,Certificate,FTRA,528,Travaux dirigés (F),travaux dirigés,,Course-integrated,
FAS_185,FAS,Études françaises,Traductologie,Graduate,Master,FTRA,534,Terminologie et mondialisation,"aspect pratique, utilisation d’outils",,Course-integrated,
FAS_186,FAS,Études françaises,Technologies de la traduction,Graduate,Certificate,FTRA,555,Gestion de projets,mises en situation,,Course-integrated,
FAS_187,FAS,Études françaises,Technologies de la traduction,Graduate,Certificate,FTRA,556,Programmation en localisation,"manipulation, programmation",,Course-integrated,
FAS_188,FAS,Études françaises,Technologies de la traduction,Graduate,Certificate,FTRA,558,Pratique de la localisation,"pratique, logiciels",,Course-integrated,
FAS_189,FAS,Études françaises,Traduction,Graduate,Certificate,FTRA,598,Étude avancée d’un sujet particulier,étude avancée,,Course-integrated,
FAS_383,FAS,School of Community and Public Affairs,Diplôme en développement économique communautaire ,Graduate,Bachelor,SCPA,509,Financing CED Initiatives: Part II,"Case study approach,  on site visits, interviews",Case Studies;Real-world project/assignment,Course-integrated,
FAS_190,FAS,Études françaises,Technologies de la traduction,Graduate,Certificate,FTRA,598,Étude avancée d’un sujet particulier / Special Topics,"étude avancée, sujet particulier",,Course-integrated,
FAS_191,FAS,Études françaises,Traductologie,Graduate,Master,FTRA,612,Traduction avancée en sciences humaines et sociales Co-listé : FTRA 542 ou FTRA 543,séminaire pratique,,Course-integrated,
FAS_192,FAS,Études françaises,Traductologie,Graduate,Master,FTRA,613,Advanced translation in social sciences and the humanities Co-listé : FTRA 542 ou FTRA 543,séminaire pratique,,Course-integrated,
FAS_193,FAS,Études françaises,Traductologie,Graduate,Master,FTRA,614,"Traduction littéraire avancée
Co-listé : FTRA 544 ou 545",séminaire pratique,,Course-integrated,
FAS_194,FAS,Études françaises,Traductologie,Graduate,Master,FTRA,615,Advanced literary translation Co-listé : FTRA 544 ou 545,séminaire pratique,,Course-integrated,
FAS_195,FAS,Études françaises,Traductologie,Graduate,Master,FTRA,631,Initiation à la traduction générale Co-listé : FTRA 531,outils de travail,,Course-integrated,
FAS_196,FAS,Études françaises,Traductologie,Graduate,Master,FTRA,632,Initiation à la traduction générale Co-listé : FTRA 532,outils de travail,,Course-integrated,
FAS_197,FAS,Études françaises,Traductologie,Graduate,Master,FTRA,633,Aspects théoriques et pratiques de la terminologie Co-listé : FTRA 533,"aspects pratiques, supports informatisés",,Course-integrated,
FAS_198,FAS,Études françaises,Traductologie,Graduate,Master,FTRA,634,Traduction littéraire de l’anglais au français Co-listé : FTRA 504,travaux pratiques,,Course-integrated,
FAS_199,FAS,Études françaises,Traductologie,Graduate,Master,FTRA,635,Traduction littéraire du français à l’anglais Co-listé : FTRA 501,travaux pratiques,,Course-integrated,
FAS_384,FAS,School of Community and Public Affairs,Diplôme en développement économique communautaire ,Graduate,Bachelor,SCPA,509,Le financement des initiatives de DÉC. Partie II,"Visite de sites, entrevues",Case Studies;Real-world project/assignment,Course-integrated,
FAS_354,FAS,Psychology,Psychology,Undergraduate,Bachelor,PSYC,315,Statistical Analysis I,Laboratory,Laboratory/Clinics,Course-integrated,
FAS_200,FAS,Études françaises,Traductologie,Graduate,Master,FTRA,636,Informatique et traduction Co-listé : FTRA 536,"exercises, initiation aux outils informatisés",,Course-integrated,
FAS_201,FAS,Études françaises,Traductologie,Graduate,Master,FTRA,638,"Initiation au sous-titrage
Co-listé : FTRA 538",volet pratique,,Course-integrated,
FAS_202,FAS,Études françaises,Traductologie,Graduate,Master,FTRA,652,Traduction assistée par ordinateur (TAO) et post édition Co-listé : FTRA 552,"appliquer, exercices de programmation, outils, logiciels",,Course-integrated,
FAS_203,FAS,Études françaises,Traductologie,Graduate,Master,FTRA,655,Gestion de projets Co-listé : FTRA 555,mises en situation,,Course-integrated,
FAS_204,FAS,Études françaises,Traductologie,Graduate,Master,FTRA,658,Pratique de la localisation Co-listé : FTRA 558,pratique,,Course-integrated,
FAS_205,FAS,Études françaises,Traductologie,Graduate,Master,FTRA,668,"Web, technologies, traduction : théories et critiques",travail approfondi de recherche,,Course-integrated,
FAS_206,FAS,Études françaises,Traductologie,Graduate,Master,FTRA,680,Tutorat en littérature,tutorat,,Course-integrated,
FAS_207,FAS,Études françaises,Traductologie,Graduate,Master,FTRA,681,Tutorial in literature,tutorial,,Course-integrated,
FAS_208,FAS,Études françaises,Traductologie,Graduate,Master,FTRA,682,Tutorat en traduction,tutorat,,Course-integrated,
FAS_209,FAS,Études françaises,Traductologie,Graduate,Master,FTRA,683,Tutorial in translation,tutorial,,Course-integrated,
FAS_385,FAS,School of Community and Public Affairs,Community Economic Development,Graduate,Bachelor,SCPA,516,Housing and Land Use from a CED Perspective: Part II,"Examine, evaluate existing housing projects, on site visits, interviews",Case Studies;Real-world project/assignment,Course-integrated,
FAS_210,FAS,Études françaises,Traductologie,Graduate,Master,FTRA,684,Tutorat en linguistique,tutorat,,Course-integrated,
FAS_211,FAS,Études françaises,Traductologie,Graduate,Master,FTRA,685,Tutorial in linguistics,tutorial,,Course-integrated,
FAS_212,FAS,Études françaises,Traductologie,Graduate,Master,FTRA,686,Projet de mémoire,projet de mémoire,,Course-integrated,
FAS_213,FAS,Études françaises,Traductologie,Graduate,Master,FTRA,698,Étude d’un sujet particulier / Special Topics,innovation pédagogique,,Course-integrated,
FAS_215,FAS,Études françaises,Any program,Any level,Any degree,,,Laboratoire informatique (LB-618),Le laboratoire ouvrira ses portes aux étudiant(e)s du département.,,Course-integrated,
FAS_216,FAS,Études françaises,Microprogramme en didactique et linguistique pour l’enseignement du français langue seconde,Graduate,Certificate,,,Technologies de l’information et de la communication (TIC) et enseignement du FLS,"technologies de l'information et de la communication (TIC), enseignement",,Course-integrated,
FAS_386,FAS,School of Community and Public Affairs,Diplôme en développement économique communautaire ,Graduate,Bachelor,SCPA,516,Logement et aménagement du territoire dans une perspective de DÉC. Partie II,"Visite de sites, entrevues",Case Studies;Real-world project/assignment,Course-integrated,
FAS_387,FAS,School of Community and Public Affairs,Community Economic Development,Graduate,Bachelor,SCPA,537,Aboriginal CED: Part II,On site visits,Real-world project/assignment,Course-integrated,
FAS_388,FAS,School of Community and Public Affairs,Diplôme en développement économique communautaire ,Graduate,Bachelor,SCPA,537,Le DÉC en milieu autochtone. Partie II,Visite de sites,Real-world project/assignment,Course-integrated,
FAS_355,FAS,Psychology,Psychology,Undergraduate,Bachelor,PSYC,316,Statistical Analysis II,Laboratory,Laboratory/Clinics,Course-integrated,
FAS_902,FAS,Psychology,Psychology,Undergraduate,Bachelor,PSYC,387,Directed Research in Psychology,"Students work in a research laboratory, gaining experience on current research methods in Psychology",Laboratory/Clinics,Course-integrated,
FAS_903,FAS,Psychology,Psychology,Undergraduate,Bachelor,PSYC,485,Specialization Project,Students work in research lab on thesis. Course trains how to present their projects.,Laboratory/Clinics;Capstone project,Course-integrated,
FAS_904,FAS,Psychology,Psychology,Undergraduate,Bachelor,PSYC,487,Advanced Directed Research in Psychology,"Students work in a research laboratory, gaining experience on current research methods in Psychology. Must have completed PSYC485 or PSYC495.",Laboratory/Clinics;Capstone project,Course-integrated,
FAS_905,FAS,Psychology,Psychology,Undergraduate,Bachelor,PSYC,495,Honours Thesis,Students work in research lab on thesis. Course trains how to present their projects.,Laboratory/Clinics;Capstone project,Course-integrated,
FAS_1026,FAS,Political science,Political science,Undergraduate,Bachelor,POLI ,205,Introduction to International Relations,"This course introduces the principal theories, concepts, and debates in the contemporary study of international relations. It provides an overview of issues in international security, international political economy and global governance.",Simulations;Case Studies,Course-integrated,
